time,open,high,low,close,volume
1602370200,11359.5,11362.5,11357.5,11358.0,447603.0
1602370500,11358.0,11358.0,11352.5,11353.0,1259600.0
1602370800,11353.0,11352.5,11344.0,11346.0,1213020.0
1602371100,11346.0,11347.5,11342.5,11342.5,628129.0
1602371400,11342.5,11342.5,11298.0,11302.5,16970289.0
1602371700,11302.5,11320.0,11297.5,11318.5,3489182.0
1602372000,11318.5,11318.5,11310.0,11312.5,2393852.0
1602372300,11312.5,11317.0,11302.0,11310.0,1858531.0
1602372600,11310.0,11311.0,11261.5,11285.0,15711905.0
1602372900,11285.0,11296.0,11272.0,11296.0,4277122.0
1602373200,11296.0,11306.5,11291.0,11306.5,2610035.0
1602373500,11306.5,11312.0,11296.0,11296.0,2313480.0
1602373800,11296.0,11302.5,11282.0,11302.5,2640479.0
1602374100,11302.5,11302.5,11289.0,11297.0,2233876.0
1602374400,11297.0,11314.5,11290.5,11313.0,3902311.0
1602374700,11313.0,11324.0,11304.5,11309.5,4601065.0
1602375000,11309.5,11309.5,11301.0,11304.0,2072668.0
1602375300,11304.0,11304.5,11302.0,11302.0,1136435.0
1602375600,11302.0,11311.0,11296.0,11305.0,1925063.0
1602375900,11305.0,11313.0,11304.0,11310.0,1129252.0
1602376200,11310.0,11310.0,11295.0,11298.5,1880463.0
1602376500,11298.5,11300.5,11297.5,11297.5,873921.0
1602376800,11297.5,11298.0,11292.0,11292.5,1803264.0
1602377100,11292.5,11297.0,11280.0,11288.5,2868895.0
1602377400,11288.5,11300.0,11288.5,11300.0,2537904.0
1602377700,11300.0,11313.0,11299.5,11312.5,1505005.0
1602378000,11312.5,11340.0,11312.5,11333.0,5263302.0
1602378300,11333.0,11333.5,11319.0,11326.0,3640459.0
1602378600,11326.0,11326.0,11322.5,11322.5,254698.0
1602378900,11322.5,11323.0,11321.5,11321.5,976086.0
1602379200,11321.5,11322.0,11321.5,11321.5,328565.0
1602379500,11321.5,11325.0,11321.5,11324.5,559475.0
1602379800,11324.5,11325.0,11322.0,11322.0,648303.0
1602380100,11322.0,11327.0,11322.0,11326.5,691921.0
1602380400,11326.5,11331.5,11326.5,11331.5,773865.0
1602380700,11331.5,11400.0,11331.0,11400.0,11561201.0
1602381000,11400.0,11410.0,11372.0,11380.0,13755235.0
1602381300,11380.0,11380.5,11372.5,11374.5,3018386.0
1602381600,11374.5,11376.0,11368.5,11368.5,2599532.0
1602381900,11368.5,11369.0,11364.0,11366.5,1092953.0
1602382200,11366.5,11366.5,11366.0,11366.0,49587.0
1602382500,11366.0,11366.5,11366.0,11366.0,396061.0
1602382800,11366.0,11366.5,11355.5,11355.5,1591124.0
1602383100,11355.5,11364.0,11355.5,11363.5,1808336.0
1602383400,11363.5,11367.0,11363.5,11367.0,552214.0
1602383700,11367.0,11367.0,11366.5,11367.0,363923.0
